Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Cam Weaver,SEA,F,3,0,31,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,2,1,0,0,,2014,reg
Mike Fucito,SJ ,F,8,0,95,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,5,1,1,1,0,,2014,reg
James Bissue,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Andre Akpan,NE ,F,5,0,16,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,1,0,1,0,,2014,reg
Peterson Joseph,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Gale Agbossoumonde,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Kwame Watson-Siriboe,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Corben Bone,PHI,M,2,0,13,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,0,0,1,1,,2014,reg
Geoffrey Castillion,NE ,F,1,0,14,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Tony Taylor,NE ,F-M,1,0,9,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Charlie Rugg,LA ,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Jossimar Sanchez,NE ,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Michael Bustamante,NY ,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Christian Duke,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Andrew Ribeiro,CHV,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Donnie Smith,NE ,M,1,1,45,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Anthony Arena,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Brenton Griffiths,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Andre Lewis,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Bryan Salazar,HOU,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Caleb Calvert,CHV,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Erik Palmer-Brown,KC ,D,3,2,235,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,1,0,2,1,,2014,reg
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Damion Lowe,JAM,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Jimmy Ockford,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ben Sweat,MIA,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Aaron Long,RBNY,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Eric Stevenson,NY ,M,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Grant Van De Casteele,COL,D,1,0,29,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Kyle Venter,LA ,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Fabio Pereira,SEA,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Sam Adekugbe,VAN,D,4,1,193,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,3,0,1,0,,2014,reg
Benji Lopez,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Jeremy Gagnon-Lapare,MTL,M,5,3,270,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,6,3,0,2,0,,2014,reg
Aaron Kovar,SEA,M,3,0,25,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2014,reg
Fifi Baiden,CLB,M,1,0,17,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Taylor Peay,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Kianz Froese,CAN,M,1,0,45,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2014,reg
Mamadou Diouf,VAN,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
George Fochive,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Michael Kafari,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Marco Franco,CHI,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ross Friedman,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Justen Glad,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Richie Marquez,PHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Bryan Gallego,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Giuseppe Gentile,CHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Nicholas Walker,DAL,D,1,0,3,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Michael Nwiloh,CHV,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Walter Cabrera,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Louis Beland-Goyette,MTL,M,1,0,15,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,3,0,0,0,,2014,reg
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Gege Soriola,MTL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Coy Craft,DAL,F-M,1,0,6,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Romain Gall,CLB,M,3,0,43,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2014,reg
Connor Lade,NY ,D,6,0,11,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Bryce Alderson,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Dimitry Imbongo,NE ,F,2,0,32,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,1,0,0,,2014,reg
Jimmy McLaughlin,CIN,M,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
O'Brian Woodbine,NE ,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Sam Garza,SJ ,M,1,0,10,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Hunter Jumper,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Jonathan Top,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ethan White,PHI,D,12,12,1042,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,12,4,0,0,0,,2014,reg
Jack McBean,LA ,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Orr Barouch,CHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ashtone Morgan,RSL,D,3,2,168,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,2,0,0,1,,2014,reg
Davy Armstrong,COL,M,2,0,57,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,0,0,0,0,,2014,reg
Stephen McCarthy,NE ,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2014,reg
Conor Shanosky,DC ,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ryan Richter,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
London Woodberry,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Jordan Hamilton,CLB,F,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Brian Span,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Jose Villarreal,LA ,M,5,0,19,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,3,1,0,0,,2014,reg
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Sean Okoli,SEA,F,3,0,19,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2014,reg
Jalen Robinson,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Matt Walker,CLB,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ian Christianson,NY ,M,3,0,9,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2014,reg
Tommy Muller,SJ ,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Ryan Neil,SJ ,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Alec Sundly,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Christian Dean,VAN,D,4,1,123,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Matt Wiet,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Victor Munoz,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Steven Evans,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Oscar Sorto,LA ,D,1,0,15,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Christiano François,DC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2014,reg
Mechack Jérôme,KC ,D,2,1,91,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,reg
Victor Pineda,CHI,M,4,0,40,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,reg
Josh Gardner,KC ,M,1,1,89,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2014,reg
Tommy Meyer,LA ,D,12,10,926,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,2014,reg
Rafael Garcia ,LA ,D,1,0,16,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2014,reg
Jorge Claros,KC ,M,7,4,419,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,2014,reg
Ethen Sampson,VAN,D,2,2,144,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2014,reg
Dylan Remick,SEA,D,13,8,693,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2014,reg
Blake Smith,MTL,D,3,0,43,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,2014,reg
Brian Ownby,HOU,M,19,0,329,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,9,13,1,1,1,100,2014,reg
Daniel Fragoso,CHV,M,2,0,11,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,reg
Rich Balchan,RSL,D,4,2,233,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2014,reg
Bright Dike,TOR,F,2,0,19,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2014,reg
Jeremy Hall,TOR,D-M,3,2,185,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2014,reg
Martin Steuble,KC ,M,3,1,69,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2014,reg
Mehdi Ballouchy,VAN,M,9,3,297,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,2014,reg
Jeff Parke,DC ,D,13,13,1162,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,15,2,0,1,0,100,2014,reg
Danny O'Rourke,POR,D,12,10,975,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,12,11,0,2,0,0,2014,reg
Tyson Wahl,CLB,D,18,15,1396,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,21,5,1,3,0,0,2014,reg
Djimi Traore,SEA,D,15,13,1159,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,10,9,0,1,1,100,2014,reg
Frederic Piquionne,POR,F,3,0,13,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,reg
Jay DeMerit,VAN,D,11,11,924,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,2014,reg
Gonzalo Segares,CHI,D,21,20,1741,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,29,13,2,6,0,50,2014,reg
Logan Pause,CHI,M,12,6,654,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,2014,reg
Todd Dunivant,LA ,D,7,5,370,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,reg
Patrick Ianni,CHI,D-M,12,11,1013,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,15,5,0,3,0,50,2014,reg
Richard Eckersley,NY ,D,9,8,704,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,13,4,0,2,0,50,2014,reg
Luis Bolanos,CHV,F,3,0,51,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2014,reg
Rauwshan McKenzie,POR,D,7,6,496,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,8,6,0,2,0,0,2014,reg
Andrew Jacobson,DAL,M,13,5,542,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,6,9,1,1,0,0,2014,reg
Zach Scott,SEA,D,18,16,1389,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,26,14,2,6,0,0,2014,reg
Brandon Barklage,SJ ,D,13,10,909,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,12,7,0,2,0,0,2014,reg
Andrew Wiedeman,TOR,F,7,0,90,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2014,reg
Carlos Valdés,PHI,D,8,8,706,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,2014,reg
Steven Kinney,CHI,D,2,2,135,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2014,reg
Leonardo González,SEA,D,23,20,1836,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,30,15,1,3,0,50,2014,reg
Eriq Zavaleta,TOR,D,17,15,1323,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,14,1,0,1,0,50,2014,reg
Kofi Opare,DC ,D,6,5,495,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,4,6,0,2,0,0,2014,reg
Walker Zimmerman,NSH,D,10,9,770,0,0,2,2,0,0/0,0,0,0,0,0,0,0,0,3,4,0,0,0,100,2014,reg
Raul Mendiola,LA ,M,3,0,57,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2014,reg
Kevan George,CLB,M,4,2,204,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2014,reg
Cole Grossman,RSL,M,17,5,532,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,2014,reg
Jeb Brovsky,MTL,D,7,7,596,0,0,2,2,0,0/0,0,0,0,0,0,0,0,0,4,2,0,1,0,100,2014,reg
Kenney Walker,LA ,M,8,4,329,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,2014,reg
Karl Ouimette,MTL,D,11,9,834,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,21,8,1,3,0,0,2014,reg
Danny Garcia,DAL,M-F,4,4,282,0,0,2,2,0,0/0,0,0,0,0,0,0,0,0,3,13,1,0,0,100,2014,reg
Chad Barson,CLB,D,13,8,766,0,0,3,2,0,0/0,0,0,0,0,0,0,0,0,10,11,0,1,0,66.67,2014,reg
Collin Martin,DC ,M,6,2,198,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2014,reg
John Stertzer,RSL,M,9,3,273,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,5,6,1,2,0,0,2014,reg
Alex Caskey,DC ,M,11,2,198,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,4,5,1,0,1,33.33,2014,reg
Antoine Hoppenot,PHI,F,13,1,205,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,2,13,4,0,0,33.33,2014,reg
Anthony Jackson-Hamel,MTL,F,4,1,132,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,2,5,1,0,0,33.33,2014,reg
Michael Seaton,DC ,F,2,1,60,0,0,3,2,0,0/0,0,0,0,0,0,0,0,0,1,1,2,0,0,66.67,2014,reg
Marius Obekop,NY ,M,2,0,41,0,0,3,2,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,2014,reg
Santiago Gonzalez,MTL,F,9,0,80,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,2014,reg
Aaron Maund,RSL,D,6,5,432,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,10,4,0,0,1,33.33,2014,reg
Alvaro Rey,CLB,M,9,6,491,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,10,12,1,1,0,33.33,2014,reg
Kyle Porter,DC ,M,5,0,65,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,2,2,0,0,0,33.33,2014,reg
Tristan Bowen,SEA,F,2,0,60,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,33.33,2014,reg
Armando,NY ,M,19,14,1350,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,16,19,1,6,0,33.33,2014,reg
Bobby Convey,NY ,M,13,9,743,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,8,4,2,0,0,0,2014,reg
Heath Pearce,MTL,D,23,20,1822,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,12,13,0,0,1,0,2014,reg
Matteo Ferrari,MTL,D,25,25,2148,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,36,22,2,6,0,0,2014,reg
Zat Knight,COL,D,4,3,315,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,1,1,0,1,0,25,2014,reg
Carlos Bocanegra,CHV,D,18,18,1620,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,13,11,0,1,0,25,2014,reg
Thomas Piermayr,COL,D,14,14,1146,0,0,4,0,0,0/0,0,0,0,0,0,0,0,0,18,8,0,4,1,0,2014,reg
Bakary Soumare,CHI,D,26,25,2275,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,33,19,1,5,0,25,2014,reg
Michael Parkhurst,CLB,D,33,32,2806,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,11,19,0,1,0,25,2014,reg
Daniel Paladini,CLB,M,4,3,221,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,4,2,0,1,0,25,2014,reg
Jared Jeffrey,DC ,M,10,2,329,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,12,1,0,2,0,25,2014,reg
Conor Doyle,DC ,F,17,1,301,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,11,10,4,1,0,50,2014,reg
Ike Opara,MIN,D,3,2,152,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,4,2,0,0,0,50,2014,reg
Pablo Pintos,SJ ,D,6,6,476,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,6,4,0,1,1,25,2014,reg
Jimmy Medranda ,NSH,D,5,1,131,0,0,4,0,0,0/0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2014,reg
Adam Jahn,ATL,F,4,2,186,0,0,4,0,0,0/0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,2014,reg
Chris Ritter,CHI,M,10,8,636,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,17,7,0,4,0,50,2014,reg
Chandler Hoffman,LA ,F,8,0,61,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,2,0,2,1,0,50,2014,reg
Omar Salgado,VAN,F,8,2,198,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,3,9,1,0,0,50,2014,reg
Michael Nanchoff,POR,M,3,1,85,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,2,2,1,0,0,50,2014,reg
Billy Schuler,SJ ,F,6,1,137,0,0,4,1,0,0/0,0,0,0,0,0,0,0,0,0,4,1,0,0,25,2014,reg
Jason Johnson,HOU,F,8,0,186,0,0,5,2,0,0/0,0,0,0,0,0,0,0,0,2,4,1,0,0,40,2014,reg
Servando Carrasco,HOU,M,16,9,784,0,0,5,1,0,0/0,0,0,0,0,0,0,0,0,9,8,0,0,1,20,2014,reg
Matthew Fondy,CHI,F,9,0,126,0,0,5,3,0,0/0,0,0,0,0,0,0,0,0,4,3,1,1,0,60,2014,reg
Johnny Leveron,VAN,D,16,15,1394,0,0,5,2,0,0/0,0,0,0,0,0,0,0,0,15,5,1,2,1,40,2014,reg
Danny Mwanga,COL,F,6,2,214,0,0,5,0,0,0/0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2014,reg
Oswaldo Minda,CHV,M,20,20,1613,0,0,5,0,0,0/0,0,0,0,0,0,0,0,0,41,21,0,12,1,0,2014,reg
Ty Harden,SJ ,D,17,13,1226,0,0,5,2,0,0/0,0,0,0,0,0,0,0,0,8,5,0,1,0,40,2014,reg
DaMarcus Beasley,HOU,D,10,10,821,0,0,5,1,0,0/0,0,0,0,0,0,0,0,0,2,13,1,1,0,20,2014,reg
Steven Caldwell,TOR,D,21,21,1774,0,0,5,0,0,0/0,0,0,0,0,0,0,0,0,15,8,2,3,1,0,2014,reg
Gorka Larrea,MTL,M,9,5,428,0,0,5,2,0,0/0,0,0,0,0,0,0,0,0,9,7,0,2,0,40,2014,reg
Ibrahim Sekagya,NY ,D,25,23,1947,0,0,6,0,0,0/0,0,0,0,0,0,0,0,0,26,7,0,4,1,0,2014,reg
Andrew Farrell,NE,D,32,32,2840,0,0,6,3,0,0/0,0,0,0,0,0,0,0,0,18,34,1,1,0,50,2014,reg
Tommy Thompson,SJ,D,13,8,690,0,0,6,1,0,0/0,0,0,0,0,0,0,0,0,4,20,0,0,0,16.67,2014,reg
Ryan Hollingshead,DAL,M,11,4,289,0,0,6,1,0,0/0,0,0,0,0,0,0,0,0,3,3,1,0,0,16.67,2014,reg
Aaron Wheeler,PHI,F,15,8,759,0,0,6,1,0,0/0,0,0,0,0,0,0,0,0,21,21,0,0,0,16.67,2014,reg
Luis Garrido,HON,M,11,11,915,0,0,6,2,0,0/0,0,0,0,0,0,0,0,0,23,6,0,2,0,33.33,2014,reg
Alexander Lopez,HON,M,10,1,247,0,0,6,2,0,0/0,0,0,0,0,0,0,0,0,1,2,0,1,0,33.33,2014,reg
Mikey Lopez,KC ,M,8,5,482,0,0,7,3,0,0/0,0,0,0,0,0,0,0,0,12,10,0,2,0,42.86,2014,reg
Moises Hernandez,DAL,D,17,13,1116,0,0,7,2,0,0/0,0,0,0,0,0,0,0,0,30,8,0,2,2,28.57,2014,reg
Oriol Rosell,ORL,M-D,7,7,594,0,0,7,1,0,0/0,0,0,0,0,0,0,0,0,11,3,0,0,1,14.29,2014,reg
AJ Cochran,HOU,D,19,14,1370,0,0,7,3,0,0/0,0,0,0,0,0,0,0,0,18,9,1,3,1,42.86,2014,reg
Micheal Azira,CHI,M,14,6,606,0,0,7,1,0,0/0,0,0,0,0,0,0,0,0,13,6,0,2,0,14.29,2014,reg
Shaun Francis,SJ ,D,20,16,1436,0,0,7,1,0,0/0,0,0,0,0,0,0,0,0,29,7,0,5,0,14.29,2014,reg
Hernan Bernardello,MTL,M,10,10,844,0,0,7,2,0,0/0,0,0,0,0,0,0,0,0,20,8,0,3,0,28.57,2014,reg
Tony Beltran,RSL,D,29,28,2483,0,0,7,0,0,0/0,0,0,0,0,0,0,0,0,39,17,2,6,1,0,2014,reg
Peter Luccin,DAL,M,11,2,245,0,0,8,2,0,0/0,0,0,0,0,0,0,0,0,9,1,0,1,0,25,2014,reg
JJ Koval,SJ ,M,22,9,954,0,0,8,1,0,0/0,0,0,0,0,0,0,0,0,15,5,0,2,0,12.5,2014,reg
Tony Cascio,HOU,M,6,4,352,0,0,8,1,0,0/0,0,0,0,0,0,0,0,0,3,3,0,0,0,12.5,2014,reg
Sebastian Jaime,RSL,F,6,3,261,0,0,8,5,0,0/0,0,0,0,0,0,0,0,0,5,6,0,0,0,62.5,2014,reg
